,bhk,type,locality,area,price,region,status,age
38644,2,Apartment,Reputed Builder Suraj Complex,920,75.0,Eastern Suburbs,Ready to move,Resale
38645,1,Apartment,Geomatrix Geomatrix Silver Crest,700,71.0,Eastern Suburbs,Ready to move,Resale
38646,1,Apartment,Sheth Midori,574,95.0,Outskirts,Ready to move,Resale
38654,3,Apartment,ACME Oasis ,1610,239.0,Western Suburbs,Ready to move,Resale
38661,2,Apartment,ACME Oasis ,1075,150.0,Western Suburbs,Ready to move,Unknown
38665,1,Apartment,Reputed Builder Orchid Complex Gundecha,625,97.0,Western Suburbs,Ready to move,Unknown
38666,2,Apartment,Shapoorji Pallonji Sarova,800,98.0,Western Suburbs,Ready to move,Resale
38667,2,Apartment,Agarwal Peace Heaven,835,55.0,Navi Mumbai & Beyond,Ready to move,Resale
38668,1,Apartment,Rajhans Rajhans Kshitij Iris Wing E F G,645,42.0,Navi Mumbai & Beyond,Ready to move,Resale
38669,2,Apartment,Rajhans Rajhans Kshitij Iris Wing E F G,980,68.0,Navi Mumbai & Beyond,Ready to move,Resale
38671,2,Apartment,Reputed Builder Technopark,1000,160.0,Western Suburbs,Ready to move,Unknown
38672,2,Apartment,Shapoorji Pallonji Sarova,850,105.0,Western Suburbs,Ready to move,Unknown
38673,2,Apartment,Shapoorji Pallonji Sarova,882,105.0,Western Suburbs,Ready to move,Unknown
38675,3,Apartment,Kanakia Rainforest,1455,240.0,Central Mumbai,Ready to move,Unknown
38676,2,Apartment,Kanakia Rainforest,1150,165.0,Central Mumbai,Ready to move,Unknown
38677,2,Apartment,Arkade Earth Wing Aspen,1120,189.0,Eastern Suburbs,Ready to move,Unknown
38678,2,Apartment,Arkade Earth Wing Aspen,1030,174.0,Eastern Suburbs,Ready to move,Unknown
38679,2,Apartment,Shapoorji Pallonji Sarova,800,98.0,Western Suburbs,Ready to move,Unknown
38680,3,Apartment,Evershine Crown,1500,210.0,Western Suburbs,Ready to move,Unknown
38684,2,Apartment,Lucent Fressia Ranibello,1115,132.0,Western Suburbs,Ready to move,Unknown
38685,2,Apartment,Sethia Kalpavruksh Heights,900,140.0,Western Suburbs,Ready to move,Resale
38687,1,Apartment,UK Iridium,490,77.0,Western Suburbs,Ready to move,New
38698,2,Apartment,Vipul Mahavir Villa,1050,78.0,Eastern Suburbs,Ready to move,Resale
38700,3,Apartment,RNA NG Royal Park,1380,175.0,Eastern Suburbs,Ready to move,Resale
38703,2,Apartment,Hiranandani Castle Rock,1010,303.0,Central Mumbai,Ready to move,New
38708,1,Apartment,Seven Eleven Apna Ghar Phase II Plot A,323,36.0,Outskirts,Ready to move,New
38709,2,Apartment,Reputed Builder Palm Springs,950,140.0,Navi Mumbai & Beyond,Ready to move,Resale
38710,2,Apartment,Fountainhead The Jote Mahal,710,145.0,Eastern Suburbs,Ready to move,Resale
38711,1,Apartment,Hiranandani Flora,690,80.0,Outskirts,Ready to move,Resale
38712,2,Apartment,Runwal Pearl Apartments,890,83.0,Outskirts,Ready to move,Resale
38713,2,Apartment,Sunteck Signia Waterfront,950,172.0,Navi Mumbai & Beyond,Ready to move,Resale
38714,1,Apartment,JP JP Estella,693,68.0,Outskirts,Ready to move,New
38715,2,Apartment,JP JP Estella,972,89.0,Outskirts,Ready to move,New
38716,3,Apartment,JP JP Estella,1389,112.99999999999999,Outskirts,Ready to move,New
38717,2,Apartment,JP JP Estella,981,92.0,Outskirts,Ready to move,New
38718,2,Apartment,JP JP Estella,1098,97.0,Outskirts,Ready to move,New
38721,1,Apartment,Reliable Bhairav Residency,468,85.0,Western Suburbs,Ready to move,Resale
38722,1,Apartment,Samrat Shantidwar CHS,567,120.0,Western Suburbs,Ready to move,Resale
38723,1,Apartment,Squarefeet Joy Square,602,45.99,Outskirts,Ready to move,Resale
38724,3,Apartment,Raj Heritage,870,122.0,Outskirts,Ready to move,New
38725,2,Apartment,Sunteck Signia Waterfront,1050,170.0,Navi Mumbai & Beyond,Ready to move,Resale
38726,2,Apartment,Sunteck Signia Waterfront,950,169.0,Navi Mumbai & Beyond,Ready to move,Resale
38727,2,Apartment,Pyramid Elements,950,130.0,Navi Mumbai & Beyond,Ready to move,Resale
38728,1,Apartment,Raikar Ajay Society,550,80.0,Navi Mumbai & Beyond,Ready to move,Resale
38742,1,Apartment,CCI Rivali Park WinterGreen,785,103.0,Western Suburbs,Ready to move,New
38744,2,Apartment,Shapoorji Pallonji Vicinia,671,198.0,Central Mumbai,Ready to move,New
38745,1,Apartment,Puraniks Aarambh,642,51.99,Outskirts,Ready to move,Resale
38747,1,Apartment,Cosmos Classique,680,72.0,Outskirts,Ready to move,Resale
38752,5,Apartment,Reputed Builder Borivali Shyamkrupa CHSL,2190,650.0,Western Suburbs,Ready to move,Resale
38757,2,Apartment,Neelam Solstice Phase I,1000,168.0,Eastern Suburbs,Ready to move,New
38758,1,Apartment,Neelam Solstice Phase I,578,96.91,Eastern Suburbs,Ready to move,New
38759,1,Apartment,Neelam Solstice Phase I,524,87.82,Eastern Suburbs,Ready to move,New
38760,1,Apartment,Neelam Solstice Phase I,505,84.6,Eastern Suburbs,Ready to move,New
38767,2,Apartment,UK Iridium Tower 2,682,79.0,Western Suburbs,Ready to move,New
38769,2,Apartment,Dhaval Sunrise Charkop,663,149.0,Western Suburbs,Ready to move,New
38770,3,Apartment,Dhaval Sunrise Charkop,961,216.0,Western Suburbs,Ready to move,New
38771,1,Apartment,Reputed Builder Lokpuram,565,75.0,Outskirts,Ready to move,Resale
38773,3,Apartment,Reputed Builder New Heritage Cooperative Housing Society,1450,180.0,Outskirts,Ready to move,Resale
38796,1,Apartment,Kanungo Pinnacolo,400,66.94,Outskirts,Ready to move,New
38798,3,Apartment,Kanungo Pinnacolo,783,134.0,Outskirts,Ready to move,New
38803,1,Apartment,Kanungo Pinnacolo,508,84.99,Outskirts,Ready to move,New
38819,1,Apartment,Reputed Builder Palm Springs,620,83.0,Navi Mumbai & Beyond,Ready to move,Resale
38827,2,Apartment,Dedhia Builders And Developers Elcanto,998,125.0,Outskirts,Ready to move,Resale
38829,2,Apartment,Homewell Agarwal Maple,851,152.0,Western Suburbs,Ready to move,New
38844,2,Apartment,Reputed Builder Dharam Palace,858,165.0,Western Suburbs,Ready to move,Resale
38845,3,Apartment,Reputed Builder Vasant Athena,1140,190.0,Outskirts,Ready to move,Resale
38846,2,Apartment,Dosti Maitri Gardens,812,110.00000000000001,Outskirts,Ready to move,Resale
38855,1,Apartment,Swaraj Homes Tulsi Niwas CHS,550,100.0,Eastern Suburbs,Ready to move,Resale
38860,2,Apartment,Runwal Garden City,990,90.5,Outskirts,Ready to move,Resale
38862,1,Apartment,Anantnath Developers And Agasan,342,45.0,Outskirts,Ready to move,New
38863,2,Apartment,Anantnath Developers And Agasan,488,57.5,Outskirts,Ready to move,New
38991,4,Apartment,Vardhaman Lotus Gawand Baug,1301,256.0,Outskirts,Ready to move,New
38992,2,Apartment,Vardhaman Lotus Gawand Baug,789,152.0,Outskirts,Ready to move,New
38993,1,Apartment,Vardhaman Lotus Gawand Baug,512,93.51,Outskirts,Ready to move,New
38994,3,Apartment,Vardhaman Lotus Gawand Baug,882,170.0,Outskirts,Ready to move,New
39038,1,Apartment,Raikar New Bomby Safalya CHS,555,75.0,Navi Mumbai & Beyond,Ready to move,Resale
39039,1,Apartment,Reputed Builder Shree Matruchaya CHS,550,77.0,Navi Mumbai & Beyond,Ready to move,Resale
39050,5,Apartment,Yogi Raghunath Tower,2500,625.0,Western Suburbs,Ready to move,Resale
39052,1,Apartment,Reputed Builder Diamond Park,550,35.0,Navi Mumbai & Beyond,Ready to move,Resale
39053,3,Apartment,MS H2O,1250,430.0,Central Mumbai,Ready to move,New
39054,1,Apartment,Sri Garden Avenue K,714,37.0,Outskirts,Ready to move,Resale
39055,2,Apartment,Radheya Krishna Chhaya,720,160.0,Western Suburbs,Ready to move,Resale
39056,2,Apartment,Maa Tulsi,620,160.0,Western Suburbs,Ready to move,Resale
39058,2,Apartment,Godrej Tranquil,1015,190.0,Western Suburbs,Ready to move,New
39059,3,Apartment,Reputed Builder Akashdeep,1350,280.0,Navi Mumbai & Beyond,Ready to move,Resale
39060,3,Apartment,B and M Vasundhara Heights,2075,250.0,Outskirts,Ready to move,Resale
39061,3,Apartment,Reputed Builder Bhakti Residency,1400,235.0,Navi Mumbai & Beyond,Ready to move,Resale
39071,1,Apartment,Reputed Builder Palm Springs,520,85.0,Navi Mumbai & Beyond,Ready to move,Resale
39073,1,Apartment,Sree Sai Gayatri Avenue,565,98.0,Western Suburbs,Ready to move,Resale
39080,1,Apartment,Geomatrix Geomatrix Silver Crest,650,72.0,Eastern Suburbs,Ready to move,Resale
39081,2,Apartment,Shraddha The Palazzo,1250,210.0,Western Suburbs,Ready to move,Resale
39105,2,Apartment,Reputed Builder Emerald Isle 2,1050,95.0,Western Suburbs,Ready to move,Resale
39106,1,Apartment,Salasar Exotica I,1494,120.0,Outskirts,Ready to move,New
39109,2,Apartment,Royal Palms Island II,840,70.0,Western Suburbs,Ready to move,Resale
39113,1,Apartment,Rameshwar Sanghvi One,480,98.0,Eastern Suburbs,Ready to move,New
39126,2,Apartment,Srishti Harmony,795,187.0,Central Mumbai,Ready to move,New
39129,2,Apartment,Sai Satyam Homes,865,55.0,Eastern Suburbs,Ready to move,New
39130,2,Apartment,Tharwani Riverdale,1123,80.0,Eastern Suburbs,Ready to move,Resale
39132,2,Apartment,Raunak City Sector IV D3,835,55.9,Eastern Suburbs,Ready to move,Resale
39135,2,Apartment,Reputed Builder Silver Castle,950,170.0,Central Mumbai,Ready to move,Resale
39136,1,Apartment,Reputed Builder Runwal Estate,586,65.0,Outskirts,Ready to move,Resale
39139,2,Apartment,Reputed Builder K Raheja Complex,900,150.0,Outskirts,Ready to move,Resale
39140,5,Apartment,Reputed Builder Dhawalgiri,3000,525.0,Western Suburbs,Ready to move,Resale
39141,2,Apartment,Reputed Builder Bhawani Tower,1000,180.0,Central Mumbai,Ready to move,Resale
39142,3,Apartment,Reputed Builder Naoh Arcs,1600,225.0,Western Suburbs,Ready to move,Resale
39143,3,Apartment,Indiabulls Greens,1750,112.99999999999999,Navi Mumbai & Beyond,Ready to move,New
39144,4,Apartment,Indiabulls Greens,2420,157.0,Navi Mumbai & Beyond,Ready to move,New
39145,3,Apartment,Indiabulls Greens,2351,130.0,Navi Mumbai & Beyond,Ready to move,New
39146,2,Apartment,Indiabulls Greens,1275,82.87,Navi Mumbai & Beyond,Ready to move,New
39147,2,Apartment,Indiabulls Greens,1220,79.3,Navi Mumbai & Beyond,Ready to move,New
39148,3,Apartment,Indiabulls Greens,2010,130.0,Navi Mumbai & Beyond,Ready to move,New
39149,4,Apartment,Indiabulls Greens,2495,135.0,Navi Mumbai & Beyond,Ready to move,New
39150,3,Apartment,Indiabulls Greens,1726,90.0,Navi Mumbai & Beyond,Ready to move,New
39151,1,Apartment,Solitaire Solitaire Heights,740,100.0,Western Suburbs,Ready to move,New
39154,1,Apartment,Sagar Sagar Park,644,102.0,Eastern Suburbs,Ready to move,Resale
39155,1,Apartment,Sagar Sagar Park,644,104.0,Eastern Suburbs,Ready to move,Resale
39165,1,Apartment,Sapphire Skyline Sapphire,700,40.0,Navi Mumbai & Beyond,Ready to move,New
39166,1,Apartment,Evershine Avenue,736,34.5,Outskirts,Ready to move,Resale
39167,3,Apartment,Patel Shelton,1050,325.0,Central Mumbai,Ready to move,Resale
39168,1,Apartment,CGHS Aaram,550,130.0,Central Mumbai,Ready to move,Resale
39185,2,Apartment,Kohinoor City,1050,175.0,Eastern Suburbs,Ready to move,Resale
39190,2,Apartment,Reputed Builder Sarv Mangal Bulding Numbers 15,925,165.0,Eastern Suburbs,Ready to move,Resale
39191,1,Apartment,Reputed Builder Mercury Tower,615,85.0,Navi Mumbai & Beyond,Ready to move,Resale
39209,1,Apartment,Reputed Builder Khandwala Apartment,300,85.0,Central Mumbai,Ready to move,Resale
39210,2,Apartment,Akshay Paradise,716,153.0,Eastern Suburbs,Ready to move,New
39211,1,Apartment,Akshay Paradise,546,117.0,Eastern Suburbs,Ready to move,New
39212,2,Apartment,MS H2O,770,229.99999999999997,Central Mumbai,Ready to move,New
39213,1,Apartment,MS H2O,550,140.0,Central Mumbai,Ready to move,New
39214,3,Apartment,MS H2O,1240,400.0,Central Mumbai,Ready to move,New
39215,2,Apartment,DGS Sheetal Grandeur,790,190.0,Central Mumbai,Ready to move,Resale
39217,2,Apartment,Triveni Majesta,1088,92.0,Eastern Suburbs,Ready to move,New
39232,2,Apartment,Reputed Builder Elara,810,89.0,Outskirts,Ready to move,Resale
39233,2,Apartment,Quality Planet,1050,60.0,Navi Mumbai & Beyond,Ready to move,New
39235,2,Apartment,Imperial Group Crest,1060,64.0,Navi Mumbai & Beyond,Ready to move,New
39236,1,Apartment,Imperial Group Crest,700,40.0,Navi Mumbai & Beyond,Ready to move,New
39237,3,Apartment,ACME Oasis ,1650,204.99999999999997,Western Suburbs,Ready to move,New
39238,1,Apartment,Runwal Runwal Pearl,586,68.45,Outskirts,Ready to move,Resale
39239,2,Apartment,Siddhi Highland Haven Building 2B Dew A Phase 2,965,97.0,Outskirts,Ready to move,Resale
39240,2,Apartment,Raunak Unnathi Woods Phase 4 and 5,880,85.0,Outskirts,Ready to move,Resale
39241,3,Apartment,Lodha Amara Tower 26 27 28 30 34 35,1896,199.0,Outskirts,Ready to move,Resale
39242,2,Apartment,Shree Tirupati Siddeshwar Gardens,965,91.5,Outskirts,Ready to move,Resale
39243,1,Apartment,Reputed Builder Runwal Estate,585,62.5,Outskirts,Ready to move,Resale
39245,2,Apartment,Sheth Vasant Oasis,1450,200.0,Central Mumbai,Ready to move,New
39246,3,Apartment,Sheth Vasant Oasis Acacia Bldg 12,1850,210.0,Central Mumbai,Ready to move,New
39250,2,Apartment,K Raheja Interface Heights,1290,215.0,Western Suburbs,Ready to move,New
39255,2,Apartment,Reputed Builder Panchseel,1450,225.0,Western Suburbs,Ready to move,New
39256,3,Apartment,K Raheja Interface Heights,1650,310.0,Western Suburbs,Ready to move,New
39264,2,Apartment,A And O F Residences,1250,195.0,Western Suburbs,Ready to move,New
39265,1,Apartment,Reputed Builder Paradise Heights,525,65.0,Eastern Suburbs,Ready to move,Resale
39268,2,Apartment,Pride Park Royale,1290,185.0,Central Mumbai,Ready to move,New
39269,3,Apartment,Pride Park Royale,1650,260.0,Central Mumbai,Ready to move,New
39278,2,Apartment,Rustomjee Urbania,881,150.0,Outskirts,Ready to move,New
39279,4,Apartment,CCI Rivali Park WinterGreen,3250,430.0,Western Suburbs,Ready to move,New
39280,3,Apartment,Mesacon The South Bay,2406,1140.0,Central Mumbai,Ready to move,New
39281,3,Apartment,DB Shagun Towers,1500,385.0,Western Suburbs,Ready to move,Resale
39284,1,Apartment,Srishti Micro Srishti,550,90.0,Eastern Suburbs,Ready to move,Resale
39286,1,Apartment,K Raheja Palm Court,650,125.0,Western Suburbs,Ready to move,Resale
39287,3,Apartment,Rustomjee Elanza,1305,290.0,Western Suburbs,Ready to move,Resale
39294,2,Apartment,Kabra New Vinay,750,250.0,Central Mumbai,Ready to move,Resale
39297,3,Apartment,Reputed Builder Kukreja Palace,1106,325.0,Eastern Suburbs,Ready to move,Resale
39300,2,Apartment,Sethia Kalpavruksh Heights,800,145.0,Western Suburbs,Ready to move,New
39302,2,Apartment,Atul Trans Residency,950,155.0,Central Mumbai,Ready to move,Resale
39304,1,Apartment,Lodha Casa Royale,585,58.5,Outskirts,Ready to move,Resale
39307,1,Apartment,Sujal Developers Shankar Heights,671,28.0,Eastern Suburbs,Ready to move,New
39309,1,Apartment,Himanshu Mount View,561,21.79,Outskirts,Ready to move,New
39310,1,Apartment,SCGK Royal Castle,590,21.55,Outskirts,Ready to move,New
39311,2,Apartment,SCGK Royal Castle,877,31.9,Outskirts,Ready to move,New
39312,2,Apartment,Shamiks Elanza,750,229.99999999999997,Central Mumbai,Ready to move,Resale
39313,2,Apartment,Starlite Star Glorious,840,42.0,Outskirts,Ready to move,New
39314,1,Apartment,M Baria Ambo Vihar,670,37.0,Outskirts,Ready to move,Resale
39325,2,Apartment,Raj Florenza,669,104.0,Outskirts,Ready to move,New
39327,1,Apartment,Raj Florenza,442,69.75,Outskirts,Ready to move,New
39329,2,Apartment,Raj Florenza,658,102.0,Outskirts,Ready to move,New
39331,1,Apartment,Raj Florenza,441,69.59,Outskirts,Ready to move,New
39333,1,Apartment,Chheda Vijay Nagari,585,51.0,Outskirts,Ready to move,Resale
39334,2,Apartment,Reputed Builder Ochana Pride Park CHSL,900,110.00000000000001,Outskirts,Ready to move,Resale
39335,2,Apartment,Hemal builders Angelica Pride Park,910,110.00000000000001,Outskirts,Ready to move,Resale
39336,3,Apartment,Reputed Builder Flower Valley,1560,280.0,Outskirts,Ready to move,Resale
39337,3,Apartment,Ashar Enclave,1200,145.0,Outskirts,Ready to move,Resale
39338,2,Apartment,Lodha Codename Crown Jewel,1004,96.54,Outskirts,Ready to move,Resale
39339,2,Apartment,Rizvi Oak,1250,162.0,Western Suburbs,Ready to move,Resale
39345,2,Apartment,Sheth Vasant Oasis,949,176.0,Central Mumbai,Ready to move,New
39347,2,Apartment,Reputed Builder Benzer Tower,950,180.0,Western Suburbs,Ready to move,Resale
39350,2,Apartment,Gala Pride Palms Queens B2 Phase 3,890,135.0,Outskirts,Ready to move,Resale
39363,3,Apartment,Royal Palms Summit Apartments,981,85.0,Western Suburbs,Ready to move,Resale
39402,1,Apartment,JP North,349,62.2,Outskirts,Ready to move,New
39403,2,Apartment,JP North,534,80.0,Outskirts,Ready to move,New
39404,3,Apartment,JP North,786,97.1,Outskirts,Ready to move,New
39405,1,Apartment,JP North,384,63.2,Outskirts,Ready to move,New
39406,1,Apartment,JP North,426,70.2,Outskirts,Ready to move,New
39407,3,Apartment,JP North,583,93.7,Outskirts,Ready to move,New
39408,2,Apartment,JP North,455,64.5,Outskirts,Ready to move,New
39409,3,Apartment,JP North,633,95.5,Outskirts,Ready to move,New
39410,2,Apartment,JP North,1098,170.0,Outskirts,Ready to move,New
39411,2,Apartment,JP North,539,82.0,Outskirts,Ready to move,New
39412,2,Apartment,JP North,505,74.0,Outskirts,Ready to move,New
39413,1,Apartment,JP North,365,63.2,Outskirts,Ready to move,New
39414,1,Apartment,JP North,693,95.5,Outskirts,Ready to move,New
39415,2,Apartment,JP North,538,82.0,Outskirts,Ready to move,New
39416,2,Apartment,JP North,981,99.9,Outskirts,Ready to move,New
39417,3,Apartment,JP North,1386,114.99999999999999,Outskirts,Ready to move,New
39418,3,Apartment,JP North,645,96.5,Outskirts,Ready to move,New
39422,2,Apartment,Shreeji Atlantis ,771,177.0,Western Suburbs,Ready to move,New
39423,2,Apartment,Shreeji Atlantis ,769,176.0,Western Suburbs,Ready to move,New
39424,3,Apartment,Shreeji Atlantis ,978,224.00000000000003,Western Suburbs,Ready to move,New
39425,2,Apartment,Shreeji Atlantis ,734,168.0,Western Suburbs,Ready to move,New
39426,2,Apartment,Shreeji Atlantis ,733,168.0,Western Suburbs,Ready to move,New
39427,1,Apartment,Vaibhavlaxmi Aurigae Residency,657,92.0,Western Suburbs,Ready to move,Resale
39429,1,Apartment,Kailash Developers Tower,625,28.5,Outskirts,Ready to move,Resale
39431,1,Apartment,Sheth Vasant Sagar,575,97.0,Western Suburbs,Ready to move,Resale
39432,1,Apartment,Reputed Builder Accord,550,137.0,Central Mumbai,Ready to move,Resale
39433,2,Apartment,Reputed Builder Adani Western Heights,1100,409.99999999999994,Central Mumbai,Ready to move,Resale
39443,2,Apartment,Reputed Builder Ambika Apartment,720,145.0,Outskirts,Ready to move,Resale
39444,2,Apartment,Arkade Earth,840,195.0,Eastern Suburbs,Ready to move,Resale
39445,2,Apartment,Aadi Allure Wings A To E,950,165.0,Eastern Suburbs,Ready to move,Resale
39447,1,Apartment,Himanshu Mount View,562,22.1,Outskirts,Ready to move,New
39450,2,Apartment,Bhoomi Valley,915,110.00000000000001,Western Suburbs,Ready to move,Resale
39451,1,Apartment,Asil Paradise,650,31.0,Navi Mumbai & Beyond,Ready to move,New
39452,1,Apartment,Vasani Heritage,650,32.0,Navi Mumbai & Beyond,Ready to move,New
39453,1,Apartment,Siddhi Sai Arcade,645,35.0,Navi Mumbai & Beyond,Ready to move,New
39454,2,Apartment,Prism Heights,1000,58.0,Navi Mumbai & Beyond,Ready to move,New
39455,1,Apartment,Ashtavinayak Developer Ashtavinayak Everest Heights,670,40.0,Outskirts,Ready to move,New
39456,1,Apartment,Mahalaxmi SM Plaza,665,36.0,Navi Mumbai & Beyond,Ready to move,New
39457,2,Apartment,Shree Ramdev Heights,982,75.0,Outskirts,Ready to move,New
39458,4,Apartment,Rachana Mangala Residency,1125,70.0,Navi Mumbai & Beyond,Ready to move,New
39459,2,Apartment,Rachana Mangala Residency,725,47.0,Navi Mumbai & Beyond,Ready to move,New
39463,2,Apartment,Wadhwa Anmol Fortune ,1290,215.0,Western Suburbs,Ready to move,New
39468,2,Apartment,Huges 49 Elina,950,185.0,Eastern Suburbs,Ready to move,New
39470,3,Apartment,Wadhwa Atmosphere Phase 1,950,190.0,Eastern Suburbs,Ready to move,Resale
39471,3,Apartment,Mahindra The Great Eastern Gardens,1650,350.0,Eastern Suburbs,Ready to move,Resale
39473,2,Apartment,Reputed Builder Shivam Apartments,850,140.0,Western Suburbs,Ready to move,Resale
39474,3,Apartment,Royal Palms Summit Apartments,1262,90.0,Western Suburbs,Ready to move,Resale
39476,3,Apartment,Dheeraj Realty Dheeraj Insignia,1200,500.0,Central Mumbai,Ready to move,New
39477,2,Apartment,Reputed Builder Neighbourhood Society,750,120.0,Western Suburbs,Ready to move,Resale
